Transaction_Amount,Transaction_Hour,If_tran_amount_less_than_10k,Is_Business_Hour,Is_Night_Hour,Is_Round_Amount,anomaly_score
9067.619633551776,13,1,1,0,0,0.28364733
3910.7063953891775,7,1,0,0,0,0.23960611
4001.034036600805,22,1,0,1,1,0.017110944
9312.72465781218,2,1,0,1,0,0.15461165
6872.985635290829,8,1,0,0,0,0.23207933
2430.058909531841,14,1,1,0,0,0.28664753
9806.644879674102,6,1,0,0,0,0.15494633
8036.306294307869,3,1,0,1,0,0.17839068
2618.2222587534434,5,1,0,1,0,0.180973
8811.902887770875,17,1,1,0,0,0.2302444
3619.0253103589966,18,1,0,0,0,0.24609646
2065.375759936328,12,1,1,0,0,0.28421354
9721.880758022586,10,1,1,0,0,0.23243609
8708.662229955684,3,1,0,1,0,0.16944861
1143.36823484758,17,1,1,0,0,0.2250297
6209.605654230853,3,1,0,1,0,0.19712567
4467.449710805818,16,1,1,0,0,0.28422588
7458.252511386436,2,1,0,1,0,0.18524659
4541.618170340431,13,1,1,0,0,0.30120742
4446.996459936592,18,1,0,0,0,0.2527776
3019.523313322453,22,1,0,1,0,0.1301946
5100.618617085524,9,1,1,0,0,0.26462594
6745.242488862806,13,1,1,0,0,0.29687458
9275.457957681909,7,1,0,0,0,0.2020958
9493.017933270748,8,1,0,0,0,0.18487614
1611.1631707892182,11,1,1,0,0,0.28757402
962.131298511342,22,1,0,1,0,0.0947935
5894.42285316345,21,1,0,0,0,0.23434702
5976.88405247655,17,1,1,0,0,0.25612247
7535.902478708069,11,1,1,0,0,0.28595534
9672.021326206705,13,1,1,0,0,0.26287037
3438.00789152538,6,1,0,0,0,0.20949417
8539.319641622578,16,1,1,0,0,0.25962487
1395.5923905418483,13,1,1,0,0,0.28687724
555.3801533733305,19,1,0,0,0,0.2221311
4554.789947085717,9,1,1,0,0,0.26458576
5511.270731638918,6,1,0,0,0,0.22224164
7579.200720437639,10,1,1,0,0,0.26995593
215.27286018114944,1,1,0,1,0,0.11862552
3695.209135666912,14,1,1,0,0,0.29208902
6404.696040484503,15,1,1,0,0,0.28844485
3746.269069350284,9,1,1,0,0,0.26109046
1183.7659417169714,2,1,0,1,0,0.15174043
9841.442261603825,12,1,1,0,0,0.24787822
3243.424482849868,13,1,1,0,0,0.2950366
6343.996389288772,14,1,1,0,0,0.2927529
7352.133109780707,2,1,0,1,0,0.18440789
8275.467553399038,20,1,0,0,0,0.2344827
2811.483304365417,3,1,0,1,0,0.1873579
6762.939003890137,14,1,1,0,0,0.2867841
9382.33798764036,2,1,0,1,0,0.15234536
6228.682739062247,18,1,0,0,0,0.24047524
23156.791128428973,16,0,1,0,0,0.044038415
9641.804603512492,14,1,1,0,0,0.25590995
5964.989156631903,13,1,1,0,0,0.3010414
8965.17663365707,10,1,1,0,0,0.25574556
9633.876489621232,15,1,1,0,0,0.25849533
1993.4546958991932,21,1,0,0,0,0.23052219
9606.670701984469,12,1,1,0,0,0.25779268
35499.95211736653,6,0,0,0,0,-0.0060842633
544.0746599567707,8,1,0,0,0,0.19658214
6367.07132554808,6,1,0,0,0,0.21487287
9461.465957155797,17,1,1,0,0,0.22291613
1047.8708125685775,15,1,1,0,0,0.2705563
2583.5902592962234,16,1,1,0,0,0.26695624
9637.488000048368,4,1,0,1,0,0.14307356
7496.776761731921,0,1,0,1,0,0.16149616
8230.923404353973,10,1,1,0,0,0.26662707
4927.02768789572,7,1,0,0,0,0.2512297
3267.839503452091,6,1,0,0,0,0.212057
8807.175215949732,2,1,0,1,0,0.16344744
4825.942859666021,0,1,0,1,0,0.1640237
3442.052581724513,6,1,0,0,0,0.20949417
2085.389565262304,16,1,1,0,0,0.26429403
9253.121292405884,11,1,1,0,0,0.26672396
2783.581816010487,23,1,0,1,0,0.11386347
8376.729144048555,16,1,1,0,0,0.26347715
3534.5466497877223,4,1,0,1,0,0.18396664
8028.492404538619,11,1,1,0,0,0.2855231
9100.370817823585,1,1,0,1,0,0.14529085
4553.992431587441,18,1,0,0,0,0.25271598
7105.3335730003255,15,1,1,0,0,0.28654546
2075.559425753898,19,1,0,0,0,0.24774987
3457.7747661607164,18,1,0,0,0,0.24838528
339.47427076052554,12,1,1,0,0,0.25378183
2538.6012994515463,20,1,0,0,0,0.2491
6220.1039833784,0,1,0,1,0,0.16869867
5174.769401382879,15,1,1,0,0,0.2966126
7800.525217403766,9,1,1,0,0,0.2488114
351.2995346817538,11,1,1,0,0,0.24656242
5123.423096498517,12,1,1,0,0,0.2999373
8878.745409203228,19,1,0,0,0,0.22029108
3586.734422225308,2,1,0,1,0,0.18361205
9970.535427061182,15,1,1,0,0,0.23830351
8122.475411460815,17,1,1,0,0,0.24432912
9072.824350656325,15,1,1,0,0,0.27559647
8364.974414076261,7,1,0,0,0,0.21849096
4424.385105187663,12,1,1,0,0,0.30206546
19676.230903670315,16,0,1,0,0,0.052383482
3321.1316120785914,0,1,0,1,0,0.15544736
113.39954095741926,16,1,1,0,0,0.22193432
2026.5813595415275,9,1,1,0,0,0.24693787
574.7335933937406,16,1,1,0,0,0.23713583
6696.765909175003,18,1,0,0,0,0.23594633
3859.499437994196,7,1,0,0,0,0.23977354
12034.158753349591,13,0,1,0,0,0.08231205
9828.13871547191,15,1,1,0,0,0.2486273
17618.279881201837,12,0,1,0,0,0.07623929
1817.719173851449,16,1,1,0,0,0.26372883
947.931012755066,3,1,0,1,0,0.14362276
4451.233560609924,8,1,0,0,0,0.24166638
1455.0308520511232,6,1,0,0,0,0.18643618
5116.516633065385,10,1,1,0,0,0.28340292
7592.81883991231,13,1,1,0,0,0.29371706
9810.79405643242,18,1,0,0,0,0.18224293
3398.759989711653,19,1,0,0,0,0.25915664
28023.299712644697,14,0,1,0,0,0.0547781
4353.33662385261,6,1,0,0,0,0.22243863
248.470155233276,20,1,0,0,0,0.21581739
9103.620334347155,10,1,1,0,0,0.25725207
1942.217935260299,16,1,1,0,0,0.2616992
33963.9730041101,11,0,1,0,0,0.057816565
6633.1820716923385,12,1,1,0,0,0.29748088
5510.94128773068,15,1,1,0,0,0.2984445
4876.198806163336,19,1,0,0,0,0.26233888
4111.046514353189,13,1,1,0,0,0.29996493
2383.091899480999,2,1,0,1,0,0.17877811
2669.547271373712,21,1,0,0,0,0.23056296
3855.340056623243,17,1,1,0,0,0.25245604
9332.901320006204,10,1,1,0,0,0.25060156
3106.562407303444,21,1,0,0,0,0.23040292
6045.844907762174,8,1,0,0,0,0.23816708
5634.127861686415,5,1,0,1,0,0.18521261
8479.844947428588,8,1,0,0,0,0.21279982
4126.65333711428,3,1,0,1,0,0.19421726
5261.790875842492,0,1,0,1,0,0.16924089
4327.986107104988,7,1,0,0,0,0.2505589
5491.300993089538,9,1,1,0,0,0.26190105
556.0387106174537,13,1,1,0,0,0.2689827
207.01891690480855,4,1,0,1,0,0.12751317
493.95176349562456,14,1,1,0,0,0.25997964
3197.4702953209035,13,1,1,0,0,0.29510835
4212.470262861095,8,1,0,0,0,0.24099979
6083.83643537649,21,1,0,0,0,0.23517826
5161.778406324424,17,1,1,0,0,0.25455278
7079.199931994214,4,1,0,1,0,0.180067
1358.9791085082254,21,1,0,0,0,0.21771383
8243.48628048775,2,1,0,1,0,0.1747486
1492.9034161546597,11,1,1,0,0,0.28572035
1856.8926845760257,15,1,1,0,0,0.2757168
6453.371396817409,14,1,1,0,0,0.29046845
1251.9109726683278,5,1,0,1,0,0.15717751
4791.746276962173,11,1,1,0,0,0.29621983
47797.89683286018,12,0,1,0,0,0.014026821
8379.941263259241,15,1,1,0,0,0.28264016
37883.64553043034,15,0,1,0,0,0.03818971
8718.7527688085,10,1,1,0,0,0.26025954
5743.035522714624,10,1,1,0,0,0.28052926
6754.609553525233,14,1,1,0,0,0.2867841
8963.030936527222,16,1,1,0,0,0.25549665
814.6920504848616,16,1,1,0,0,0.24740773
1712.8878936790725,15,1,1,0,0,0.27642098
861.9425552012725,12,1,1,0,0,0.2785996
3131.462288515936,12,1,1,0,0,0.29535547
9775.660585435518,15,1,1,0,0,0.25326523
3515.983996835501,7,1,0,0,0,0.23518017
7935.634647451971,15,1,1,0,0,0.2877791
1367.5257598429894,13,1,1,0,0,0.28609654
2896.872009394529,19,1,0,0,0,0.25264758
9207.4764801519,21,1,0,0,0,0.19378501
7828.99549983485,17,1,1,0,0,0.24156237
3613.3992180215214,16,1,1,0,0,0.27315453
5029.19311797183,9,1,1,0,0,0.26354736
25418.817387989417,4,0,0,1,0,-0.011834502
6139.458320236687,7,1,0,0,0,0.24865696
825.0582350590547,0,1,0,1,0,0.11823022
6187.956537095081,16,1,1,0,0,0.27860194
9205.802376958243,13,1,1,0,0,0.28341323
2329.32508504018,21,1,0,0,0,0.22921145
7768.295305162519,16,1,1,0,0,0.26726082
693.3787352260906,13,1,1,0,0,0.2713733
33841.20643799205,5,0,0,1,0,-0.020700514
9406.84018398476,15,1,1,0,0,0.26879779
5942.693371337094,18,1,0,0,0,0.24229479
5871.101950731607,1,1,0,1,0,0.1851154
43788.3666830345,9,0,1,0,0,0.014124751
4458.761518428287,9,1,1,0,0,0.26519045
397.22742675565945,20,1,0,0,0,0.21876803
5656.861303650257,14,1,1,0,0,0.29599297
242.36193466756967,4,1,0,1,0,0.12869781
2698.57267363452,13,1,1,0,0,0.2905634
4599.502000136187,13,1,1,0,0,0.29919043
3124.385151203775,6,1,0,0,0,0.21325472
2732.425732807344,19,1,0,0,0,0.25021055
4999.834684858652,14,1,1,0,0,0.2978726
4978.421067290431,9,1,1,0,0,0.2620113
7777.781712309817,21,1,0,0,0,0.2191571
1087.1896919444894,23,1,0,1,0,0.08710843
2757.8822542790067,5,1,0,1,0,0.18266052
9544.151118834092,14,1,1,0,0,0.26085913
569.3673821507007,21,1,0,0,0,0.20084792
587.2378330389992,17,1,1,0,0,0.20656234
3787.706876945793,20,1,0,0,0,0.2566013
1740.74120377872,19,1,0,0,0,0.24064308
9719.67083685479,18,1,0,0,0,0.18896627
9009.328898516913,22,1,0,1,1,0.0109116435
4630.768391471851,11,1,1,0,0,0.2945924
5104.150317270831,14,1,1,0,0,0.29733607
763.3967071992275,21,1,0,0,0,0.20517594
3695.864726238846,20,1,0,0,0,0.2556635
3696.5489836576303,13,1,1,0,0,0.29380217
3349.179513109882,1,1,0,1,0,0.17535448
1929.7153012776,15,1,1,0,0,0.2739982
4010.632991444423,14,1,1,0,0,0.2949312
4068.0281745432712,22,1,0,1,0,0.1359086
5842.299374392931,2,1,0,1,0,0.19262677
8403.814378988378,13,1,1,0,0,0.28507912
9687.070409406806,2,1,0,1,0,0.14427131
1047.2364588581534,10,1,1,0,0,0.262218
2797.1526547436174,8,1,0,0,0,0.22833648
5265.603834646069,2,1,0,1,0,0.19102538
9244.017087784208,15,1,1,0,0,0.27104187
161.2136603222362,16,1,1,0,0,0.22233427
5567.593995196023,12,1,1,0,0,0.2994405
1613.1526187857028,20,1,0,0,0,0.23798943
9409.5995265095,17,1,1,0,0,0.22468695
5841.259511751072,19,1,0,0,0,0.25247172
3742.2454971393354,18,1,0,0,0,0.24790409
2645.55112362894,13,1,1,0,0,0.2905634
9598.84920213391,8,1,0,0,0,0.18206334
6543.035076198175,9,1,1,0,0,0.2608398
6285.628712009682,13,1,1,0,0,0.29973724
2177.855466053204,19,1,0,0,0,0.24916151
1194.2668032886386,6,1,0,0,0,0.18217945
4889.105479273101,8,1,0,0,0,0.24174908
1442.9128634205792,3,1,0,1,0,0.15787876
544.5769487576014,14,1,1,0,0,0.26155677
1070.178071644556,8,1,0,0,0,0.20936942
1841.137915561336,13,1,1,0,0,0.2837221
331.9628251817759,12,1,1,0,0,0.25378183
2825.998243954388,21,1,0,0,0,0.22995299
3542.963349023809,11,1,1,0,0,0.2915598
7972.351120101053,13,1,1,0,0,0.2925308
8089.552394142856,10,1,1,0,0,0.26774007
5892.843180603861,13,1,1,0,0,0.30297464
307.3341692450059,10,1,1,0,0,0.2266964
1348.6366767018892,22,1,0,1,0,0.105437756
4798.371039047408,21,1,0,0,0,0.23950517
6068.53153427019,11,1,1,0,0,0.2990762
3161.4450357354845,16,1,1,0,0,0.27368543
2040.0078483627408,11,1,1,0,0,0.28772128
8440.249098174485,16,1,1,0,0,0.26155868
5306.345164747547,13,1,1,0,0,0.29955757
2564.937478743881,16,1,1,0,0,0.2666552
6494.040213035067,6,1,0,0,0,0.21592048
5174.897819242566,11,1,1,0,0,0.2970237
7101.353948954199,16,1,1,0,0,0.27481186
1971.679694751875,14,1,1,0,0,0.28111398
2690.6245633017334,10,1,1,0,0,0.27108076
3820.9181346579703,18,1,0,0,0,0.24804494
9473.391801759655,14,1,1,0,0,0.26767972
8225.58434269571,13,1,1,0,0,0.2899177
6117.653714283876,13,1,1,0,0,0.30019045
8462.509175129071,11,1,1,0,0,0.28003225
1993.571362138796,11,1,1,0,0,0.28546274
5602.565189755498,22,1,0,1,0,0.13496059
6105.87224414389,11,1,1,0,0,0.29951474
41229.30920114679,18,0,0,0,0,-0.009980202
4942.751645763409,13,1,1,0,0,0.3011655
2013.8650735257047,15,1,1,0,0,0.27549914
9140.627494057167,10,1,1,0,0,0.25755945
2753.3991078611352,2,1,0,1,0,0.17948085
5759.974512926342,11,1,1,0,0,0.29868042
7596.613740423811,13,1,1,0,0,0.29371706
8370.418754621982,16,1,1,0,0,0.26418236
872.0612835867405,10,1,1,0,0,0.25759348
3834.73593057266,16,1,1,0,0,0.2787968
8331.1999794779,7,1,0,0,0,0.2197037
9191.5032518074,4,1,0,1,0,0.15882736
1467.3022767953075,3,1,0,1,0,0.15712875
4300.858685904929,8,1,0,0,0,0.24174356
5983.289834139371,12,1,1,0,0,0.30117014
4161.596542817482,13,1,1,0,0,0.302438
7068.269066974668,23,1,0,1,0,0.12842774
3240.5093876355804,10,1,1,0,0,0.2741091
456.55028226682987,16,1,1,0,0,0.23429883
6742.357494295275,11,1,1,0,0,0.29052827
2775.181904402624,18,1,0,0,0,0.23917213
2835.282854703485,16,1,1,0,0,0.2712155
1893.5332793167695,10,1,1,0,0,0.26777622
101.33332605140018,13,1,1,0,0,0.24301845
8793.821178082499,11,1,1,0,0,0.2760891
9430.89352086053,14,1,1,0,0,0.26892674
2729.0516356445555,11,1,1,0,0,0.2886006
8045.366123667737,3,1,0,1,0,0.17839068
9419.560142078824,20,1,0,0,0,0.20167816
5617.080641603207,16,1,1,0,0,0.28390592
3762.6189721178166,23,1,0,1,0,0.12441671
1827.3605168533584,11,1,1,0,0,0.2869315
5596.873374923667,16,1,1,0,0,0.28390592
9156.458000052768,20,1,0,0,0,0.21251991
6953.660973442014,9,1,1,0,0,0.2553673
323.3661013712323,10,1,1,0,0,0.22702447
4692.46768572784,11,1,1,0,0,0.29707065
4990.221527262526,9,1,1,0,0,0.26140228
5182.488087048493,10,1,1,0,0,0.28174427
7394.313201202459,19,1,0,0,0,0.243269
6416.479892659082,19,1,0,0,0,0.24678779
465.14389186252015,12,1,1,0,0,0.26823288
45632.9652604251,0,0,0,1,0,-0.04396081
1878.447302107099,10,1,1,0,0,0.2675512
5532.984538619798,16,1,1,0,0,0.28371075
3271.652331501987,13,1,1,0,0,0.29795182
4956.583787816273,17,1,1,0,0,0.2553939
4266.454738187578,13,1,1,0,0,0.2993939
17822.825884060923,10,0,1,0,0,0.067836225
2490.6147165010584,19,1,0,0,0,0.24754664
5501.06059743844,9,1,1,0,0,0.26046965
4577.550105101896,19,1,0,0,0,0.26230988
1020.9076795601266,15,1,1,0,0,0.27003068
3321.3155604771346,17,1,1,0,0,0.24970612
3097.170994764203,8,1,0,0,0,0.23298404
9496.934319212483,10,1,1,0,0,0.24842295
4209.52682887419,22,1,0,1,0,0.13662958
4091.353577963064,8,1,0,0,0,0.2406812
6827.828451378698,13,1,1,0,0,0.29687458
3310.536506402677,23,1,0,1,0,0.11884588
8276.358327597301,11,1,1,0,0,0.28360447
5280.010581823173,16,1,1,0,0,0.28203413
5826.497338962138,9,1,1,0,0,0.26539403
4346.6118769853065,8,1,0,0,0,0.24189913
2786.404429892808,9,1,1,0,0,0.25249836
4067.153539604852,1,1,0,1,0,0.17842579
3255.972679119873,13,1,1,0,0,0.29733333
3418.2244609242694,15,1,1,0,0,0.28857744
3795.3889218532745,17,1,1,0,0,0.2516118
1224.1066051841276,20,1,0,0,0,0.23528686
9367.077948313314,20,1,0,0,0,0.2030567
1370.5359235588635,11,1,1,0,0,0.28567392
5012.465394782497,18,1,0,0,0,0.25346404
6472.68524959422,12,1,1,0,0,0.29833695
1029.093262466403,6,1,0,0,0,0.18070132
8195.62070623172,10,1,1,0,0,0.26822713
14344.296093859704,15,0,1,0,0,0.0673148
7959.949043182765,21,1,0,0,0,0.21549907
3386.474950262906,9,1,1,0,0,0.25677016
7666.334172334195,16,1,1,0,0,0.26822883
5319.850555964052,15,1,1,0,0,0.29741922
847.6426245702542,8,1,0,0,0,0.1978302
1294.1744880248475,13,1,1,0,0,0.28626424
8957.895941883296,9,1,1,0,0,0.22843757
6946.699297826895,17,1,1,0,0,0.2513278
5958.306477959263,11,1,1,0,0,0.2999962
9893.570839502148,17,1,1,0,0,0.19347912
1645.7545613279185,11,1,1,0,0,0.28588954
4409.98820533414,13,1,1,0,0,0.30146345
3971.4221248232343,14,1,1,0,0,0.29506522
5051.459363740051,13,1,1,0,0,0.30014104
17226.196083646813,16,0,1,0,0,0.056165695
3711.377632586999,11,1,1,0,0,0.2912949
490.6099160870123,11,1,1,0,0,0.26143622
2352.3578477940505,8,1,0,0,0,0.21834958
8167.088372822797,6,1,0,0,0,0.1966241
6950.219422615935,13,1,1,0,0,0.29553452
8668.348164537443,10,1,1,0,0,0.26156443
4803.018272507341,6,1,0,0,0,0.22321886
7872.456841829442,21,1,0,0,0,0.21777323
1887.5153414154747,5,1,0,1,0,0.16505164
2875.033715506432,9,1,1,0,0,0.25367174
6580.095194609567,23,1,0,1,0,0.12766182
664.7846846762665,7,1,0,0,0,0.2006355
6351.657804515311,15,1,1,0,0,0.2885179
8881.268513800396,19,1,0,0,0,0.22029108
9499.304653587,14,1,1,0,0,0.2680423
7180.975551927913,9,1,1,0,0,0.25209633
3483.649964457274,14,1,1,0,0,0.29194805
2818.917445030476,14,1,1,0,0,0.2888118
6386.792049938806,19,1,0,0,0,0.24691737
17936.404047742508,10,0,1,0,0,0.068271756
777.5910299510001,2,1,0,1,0,0.14039582
2345.4604759200765,8,1,0,0,0,0.21834958
8261.443552767432,2,1,0,1,0,0.1757837
4850.288765388394,8,1,0,0,0,0.24189916
6725.086820041514,21,1,0,0,0,0.2284489
4499.907302002153,13,1,1,0,0,0.30120742
6692.210997030516,16,1,1,0,0,0.2752969
7798.728581761084,12,1,1,0,0,0.29266667
4152.765945041088,12,1,1,0,0,0.3016197
2795.6501166955386,10,1,1,0,0,0.26975283
1790.88487872518,14,1,1,0,0,0.2818025
4933.099015378582,16,1,1,0,0,0.28371105
4707.855540180584,12,1,1,0,0,0.30072907
7283.897413536375,20,1,0,0,0,0.24162784
3571.6761913336427,5,1,0,1,0,0.18286401
8813.612303715421,15,1,1,0,0,0.2786222
25019.944880828807,15,0,1,0,0,0.050186813
3794.819485338837,13,1,1,0,0,0.29707935
27112.93826553,19,0,0,0,0,0.013838351
9475.951321249551,11,1,1,0,0,0.2646144
6628.292085375259,6,1,0,0,0,0.21298975
924.1675570432074,6,1,0,0,0,0.17434645
5386.423484612896,18,1,0,0,0,0.24630886
810.1081677557597,11,1,1,0,0,0.27091032
15825.149541018058,9,0,1,0,0,0.06111133
4587.9156248755535,12,1,1,0,0,0.29954147
5566.448351440907,11,1,1,0,0,0.2985615
2321.737220611104,5,1,0,1,0,0.17240083
5524.864801071208,12,1,1,0,0,0.29846153
660.5363924804469,6,1,0,0,0,0.16988432
3872.972985261848,16,1,1,0,0,0.2792895
7091.091806622156,12,1,1,0,0,0.29231575
8989.60440405592,17,1,1,0,0,0.2281079
3413.544997808284,20,1,0,0,0,0.25808805
4094.076892636518,16,1,1,0,0,0.2812599
2412.4958081267087,23,1,0,1,0,0.110580444
8311.84132254651,14,1,1,0,0,0.27787176
6583.2619941119165,11,1,1,0,0,0.29297313
9513.242156980728,9,1,1,0,0,0.22179854
4649.213914327162,13,1,1,0,0,0.2978012
23005.317136010577,17,0,1,0,1,-0.023911595
187.73765933822864,11,1,1,0,0,0.24021056
8405.234547080589,8,1,0,0,0,0.21330526
9480.526595696085,12,1,1,0,0,0.27401853
7065.787490884417,16,1,1,0,0,0.27607173
8539.366922913861,15,1,1,0,0,0.2799318
3549.583482401192,19,1,0,0,0,0.25754333
9078.249647020177,5,1,0,1,0,0.1516304
8028.907953292909,17,1,1,0,0,0.24369621
3414.9601940660145,20,1,0,0,0,0.25808805
7607.250853968596,14,1,1,0,0,0.28325778
3274.7297211795253,5,1,0,1,0,0.18584979
4857.326528956489,14,1,1,0,0,0.2978365
4946.792549835373,23,1,0,1,0,0.123149395
5458.032828211672,20,1,0,0,0,0.25372484
9866.745187583136,22,1,0,1,0,0.10285151
2119.342581129325,0,1,0,1,0,0.13871843
6664.484718605592,9,1,1,0,0,0.25740063
9239.60832201695,14,1,1,0,0,0.2677088
1605.6802996172792,1,1,0,1,0,0.15075839
2543.6377161701603,18,1,0,0,0,0.23427793
9801.534183524223,21,1,0,0,0,0.17406583
4162.51819037066,0,1,0,1,0,0.16172826
47160.83542867204,15,0,1,0,0,0.002124846
1788.0803246089818,15,1,1,0,0,0.2763536
3912.082415430458,13,1,1,0,0,0.29921877
4476.013443655825,2,1,0,1,0,0.18732357
498.7863503834068,11,1,1,0,0,0.26143622
6006.960879061443,15,1,1,0,1,0.12005979
4647.042846724575,13,1,1,0,0,0.2978012
8137.455776680408,8,1,0,0,0,0.21879762
5021.532988919422,15,1,1,0,0,0.29616576
2078.5425760548424,13,1,1,0,0,0.2857284
3427.700686599262,17,1,1,0,0,0.2507502
5594.785913143332,9,1,1,0,0,0.26437178
534.5655322231077,16,1,1,0,0,0.23730427
3506.162925091627,9,1,1,0,0,0.25938758
6041.888708575772,8,1,0,0,0,0.23816708
6233.314851514963,15,1,1,0,0,0.29005352
4750.592978020499,14,1,1,0,0,0.29786074
349.4458396337683,20,1,0,0,0,0.21814892
1960.057625515525,5,1,0,1,0,0.16542143
9731.83148149446,20,1,0,0,0,0.1931662
2151.8896907198323,18,1,0,0,0,0.23709458
6543.969305918372,21,1,0,0,0,0.22940761
3942.1293688412657,11,1,1,0,0,0.2968374
4305.037600999645,14,1,1,0,0,0.29719925
3797.932665500859,16,1,1,0,0,0.2787968
3272.9875152174995,23,1,0,1,0,0.11977863
1486.9803269121137,12,1,1,0,0,0.28591147
848.202193541409,11,1,1,0,0,0.27355304
5230.94522874863,17,1,1,0,0,0.25455278
26262.71231621964,17,0,1,0,0,0.036787868
1751.634075657013,16,1,1,0,0,0.26331952
9924.594187865756,23,1,0,1,0,0.099494696
1945.5523569659756,11,1,1,0,0,0.28509718
3556.82557909073,1,1,0,1,0,0.17495292
1726.0671337188992,21,1,0,0,0,0.22502926
7703.31675696638,2,1,0,1,0,0.18026143
15875.86275511117,12,0,1,0,0,0.07689917
4795.181473532592,12,1,1,0,0,0.30028448
8020.5619316628,16,1,1,0,0,0.2665021
9526.461479865851,4,1,0,1,0,0.15106958
2721.416769283578,5,1,0,1,0,0.18133199
5277.824639789512,1,1,0,1,0,0.18222725
7401.327203428436,9,1,1,0,0,0.24899986
4738.245689457642,13,1,1,0,0,0.30050132
7853.866733281916,10,1,1,0,0,0.2697676
3877.621724681327,16,1,1,0,0,0.27972797
813.5628420508676,3,1,0,1,0,0.14284438
2544.843132013726,20,1,0,0,0,0.2491
2597.050802332332,23,1,0,1,0,0.10844809
6934.218408602087,9,1,1,0,0,0.25516835
7094.9290819293465,15,1,1,0,0,0.28654546
5933.79395333756,8,1,0,0,0,0.23821458
5249.269111274354,14,1,1,0,0,0.29773697
6955.778147967983,15,1,1,0,0,0.2886957
23844.289631295804,22,0,0,1,0,-0.0134064555
894.2338483045962,6,1,0,0,0,0.17281449
16740.58573836737,13,0,1,0,0,0.07457346
6313.682017353965,12,1,1,0,0,0.29958093
5571.247342537879,10,1,1,0,0,0.27940398
4559.936395434615,15,1,1,0,0,0.29396147
16502.682746539143,16,0,1,0,0,0.059150517
7291.244517903635,21,1,0,0,0,0.22587663
5206.516974949336,10,1,1,0,0,0.28049126
35370.1061380615,13,0,1,0,0,0.05870086
7545.179779367354,11,1,1,0,0,0.28595534
5535.976606875125,21,1,0,0,0,0.2339437
868.6507639142185,13,1,1,0,0,0.27682006
7314.173961006959,17,1,1,0,0,0.2467047
9738.578442882115,7,1,0,0,0,0.18162191
3136.781558669676,19,1,0,0,0,0.2554315
5611.613833278132,18,1,0,0,0,0.24527815
9233.26423693576,14,1,1,0,0,0.2677088
5021.45891182437,15,1,1,0,0,0.29616576
2375.0479877043144,7,1,0,0,0,0.22590873
2886.343816961651,3,1,0,1,0,0.18700302
6272.079076037391,16,1,1,0,0,0.2765793
633.8786375417841,12,1,1,0,0,0.2734006
11663.83825025878,16,0,1,0,0,0.069859385
18771.81130019323,11,0,1,0,0,0.07735908
4576.505396868201,20,1,0,0,0,0.26127523
6459.308434964319,8,1,0,0,0,0.23611668
4889.161342080547,4,1,0,1,0,0.18711638
1915.5212430391412,8,1,0,0,0,0.21861064
440.8355235672408,15,1,1,0,0,0.2438851
5105.892066691821,15,1,1,0,0,0.2978986
2867.77458175416,2,1,0,1,0,0.1815471
4351.104733182076,9,1,1,0,0,0.26390916
9680.846484930957,11,1,1,0,0,0.24526545
8855.454924480318,21,1,0,0,0,0.20212793
3482.605893603373,10,1,1,0,0,0.27574834
7744.406491067545,13,1,1,0,0,0.29467997
8525.541129981793,5,1,0,1,0,0.16078418
1289.949439113653,8,1,0,0,0,0.20985305
401.9219741466503,4,1,0,1,0,0.13066685
7913.18819064866,23,1,0,1,0,0.12266916
4644.868706514854,20,1,0,0,0,0.2603527
20502.009200800007,9,0,1,0,0,0.052691102
8431.21625266592,12,1,1,0,0,0.28781143
6857.22787289046,6,1,0,0,0,0.2110318
1632.2269589416624,8,1,0,0,0,0.21251047
6955.378539785832,13,1,1,0,0,0.2961364
2725.2382376814003,0,1,0,1,0,0.14897633
35454.908228383625,13,0,1,0,0,0.05870086
8224.071295430349,14,1,1,0,0,0.28085482
6637.989771786504,18,1,0,0,0,0.23839372
2819.305119757915,16,1,1,0,0,0.2713912
823.4693160678612,14,1,1,0,0,0.27292258
2846.62286459732,20,1,0,0,0,0.2531491
7633.047533518101,13,1,1,0,0,0.29511234
3863.556430361199,7,1,0,0,0,0.2396723
7551.245937339337,16,1,1,0,0,0.26843038
776.6283298682804,2,1,0,1,0,0.14039582
1142.814950880717,9,1,1,0,0,0.23245022
3520.8923205351784,2,1,0,1,0,0.1846829
7117.401161884414,19,1,0,0,0,0.24837127
1623.4155768582252,9,1,1,0,0,0.24129722
6004.4275795186695,17,1,1,0,1,0.10346365
36869.793619099335,14,0,1,0,0,0.04557401
6320.793494027797,8,1,0,0,0,0.23821709
2426.0017360549364,9,1,1,0,0,0.25351828
6771.939572220481,10,1,1,0,0,0.27341825
30085.265636781296,5,0,0,1,0,-0.019607425
7179.022571167374,23,1,0,1,0,0.12690562
26373.796835295703,16,0,1,0,0,0.043134272
6650.353239492527,5,1,0,1,0,0.17895186
23918.74664620866,19,0,0,0,0,0.022688508
9052.257412664192,16,1,1,0,0,0.25402054
1504.1176920105363,12,1,1,0,0,0.28591147
4975.473832949013,6,1,0,0,0,0.22151738
4877.269631813393,2,1,0,1,0,0.19146913
2672.7993895248023,15,1,1,0,0,0.28138208
3636.3382429161775,16,1,1,0,0,0.27315453
4657.086526627869,14,1,1,0,0,0.29722396
37628.04157996664,18,0,0,0,0,-0.0002797842
