tran_foreign,Device_Change,IP_Change,uni_acc_to_10min,uni_acc_to_1D,tran_ratio_count_10min_1D,tran_ratio_count_1D_30D,transaction_id
0,1,0,1,0,0.14286,0.06863,650
0,0,0,1,0,0.125,0.07767,651
0,0,1,1,0,0.2,0.09524,652
0,0,1,1,0,0.2,0.09524,653
0,0,0,1,0,0.09091,0.10377,654
0,0,0,1,0,0.08333,0.11215,655
0,1,1,1,0,0.15385,0.12037,656
0,0,0,1,0,0.07143,0.12844,657
0,0,0,1,0,0.07692,0.11818,658
0,0,0,1,0,0.09091,0.0991,659
0,0,0,1,0,0.16667,0.10714,660
0,1,0,0,0,0.23077,0.11504,661
0,0,1,1,0,0.2,0.04386,662
0,0,1,1,0,0.16667,0.05217,663
0,0,1,1,0,0.16667,0.05172,664
0,0,0,1,0,0.14286,0.05983,665
0,0,0,1,0,0.2,0.04237,666
0,1,0,1,0,0.16667,0.05042,667
0,1,0,1,0,0.14286,0.05833,668
0,0,0,1,0,0.125,0.06612,669
0,0,1,1,0,0.11111,0.07377,670
0,0,0,1,0,0.14286,0.05691,671
0,0,1,1,0,0.25,0.06452,672
0,0,0,1,0,0.125,0.064,673
0,1,0,1,0,0.14286,0.05556,674
0,1,1,1,0,0.125,0.06299,675
0,0,0,1,0,0.14286,0.05469,676
0,0,0,1,0,0.14286,0.05426,677
0,0,0,1,0,0.125,0.06154,678
0,0,0,1,0,0.14286,0.05344,679
0,0,0,1,0,0.14286,0.05303,680
0,0,0,1,0,0.14286,0.05263,681
0,1,0,1,0,0.2,0.03731,682
0,0,0,1,0,0.16667,0.04444,683
0,1,0,1,0,0.16667,0.04412,684
0,0,1,1,0,0.16667,0.0438,685
0,0,1,1,0,0.14286,0.05072,686
0,0,0,1,0,0.125,0.05755,687
0,0,0,1,0,0.125,0.05714,688
0,0,0,1,0,0.22222,0.06383,689
0,0,1,1,0,0.11111,0.06338,690
0,0,1,1,0,0.1,0.06993,691
0,0,0,1,0,0.09091,0.07639,692
0,0,0,1,0,0.09091,0.07586,693
0,1,0,1,0,0.1,0.06849,694
0,0,0,1,0,0.16667,0.04082,695
0,0,0,1,0,0.14286,0.0473,696
0,0,0,1,0,0.25,0.05369,697
0,0,1,1,0,0.125,0.05333,698
0,0,0,1,0,0.125,0.05298,699
0,0,1,1,0,0.14286,0.04605,700
0,0,0,1,0,0.25,0.05229,701
0,0,0,1,0,0.14286,0.04545,702
0,0,0,1,0,0.16667,0.03871,703
0,0,0,1,0,0.14286,0.04487,704
0,0,0,1,0,0.16667,0.03822,705
0,1,0,1,0,0.14286,0.0443,706
0,0,0,1,0,0.125,0.05031,707
0,1,0,1,0,0.14286,0.04375,708
0,0,0,1,0,0.125,0.04969,709
0,0,0,1,0,0.11111,0.05556,710
0,0,0,1,0,0.14286,0.04294,711
0,0,0,1,0,0.2,0.03049,712
0,0,0,1,0,0.16667,0.03636,713
0,0,0,1,0,0.25,0.0241,714
0,0,0,1,0,0.2,0.02994,715
0,1,0,1,0,0.2,0.02976,716
0,0,0,1,0,0.16667,0.0355,717
0,0,0,1,0,0.16667,0.03529,718
0,0,0,1,0,0.16667,0.03509,719
0,0,0,1,0,0.28571,0.0407,720
0,0,1,1,0,0.16667,0.03571,721
0,0,0,1,0,0.2,0.02994,722
0,0,0,1,0,0.33333,0.01796,723
0,0,0,1,0,0.25,0.02395,724
0,0,0,1,0,0.2,0.02994,725
0,0,0,1,0,0.2,0.03049,726
0,1,0,1,1,0.33333,0.0184,727
0,0,0,1,0,0.33333,0.01829,728
0,0,1,1,0,0.33333,0.01818,729
0,1,0,1,0,0.25,0.02424,730
0,1,0,1,0,0.4,0.03012,731
0,0,0,1,0,0.25,0.02439,732
0,0,0,1,0,0.2,0.0303,733
0,0,0,1,0,0.16667,0.03614,734
0,0,1,1,0,0.14286,0.04217,735
0,0,0,1,0,0.14286,0.04192,736
0,0,0,1,0,0.125,0.04762,737
0,1,0,1,0,0.16667,0.03571,738
0,0,0,1,0,0.14286,0.04142,739
0,1,0,1,0,0.16667,0.03529,740
0,0,0,1,0,0.14286,0.04142,741
0,1,1,1,0,0.14286,0.04167,742
0,0,1,1,0,0.16667,0.03614,743
0,0,0,1,0,0.14286,0.04242,744
0,0,0,1,0,0.125,0.04819,745
0,0,0,1,0,0.14286,0.04217,746
0,0,1,1,0,0.16667,0.03636,747
0,1,0,1,0,0.16667,0.03636,748
0,1,0,1,0,0.16667,0.03659,749
0,0,0,1,0,0.16667,0.03636,750
0,0,1,1,0,0.2,0.03049,751
0,0,0,1,0,0.2,0.0303,752
0,0,0,1,0,0.33333,0.03614,753
0,0,0,1,1,1.0,0.00613,754
0,1,0,1,1,0.5,0.0122,755
0,0,0,1,0,0.33333,0.01829,756
0,0,1,1,1,0.5,0.01242,757
0,0,0,1,1,0.66667,0.01852,758
0,0,0,1,1,0.33333,0.01875,759
0,1,1,1,0,0.25,0.02484,760
0,0,0,1,0,0.2,0.03106,761
0,0,0,1,0,0.16667,0.03727,762
0,0,0,1,0,0.2,0.03086,763
0,1,0,1,0,0.16667,0.03704,764
0,0,0,1,0,0.14286,0.04294,765
0,0,0,1,0,0.125,0.04878,766
0,0,1,1,0,0.14286,0.04294,767
0,0,0,1,0,0.16667,0.03704,768
0,0,0,1,0,0.2,0.03067,769
0,0,1,1,0,0.16667,0.03681,770
0,0,1,1,0,0.16667,0.03659,771
0,0,1,1,0,0.28571,0.04242,772
0,0,0,1,0,0.14286,0.04242,773
0,0,0,1,0,0.125,0.04819,774
0,0,1,1,0,0.125,0.0479,775
0,0,0,1,0,0.125,0.0479,776
0,0,0,1,0,0.14286,0.04167,777
0,0,0,1,1,0.2,0.02959,778
0,0,0,1,0,0.2,0.02976,779
0,0,0,1,0,0.2,0.02994,780
0,0,0,1,0,0.16667,0.03571,781
0,0,0,1,0,0.14286,0.04167,782
0,1,0,1,0,0.125,0.04734,783
0,0,0,1,0,0.11111,0.05294,784
0,1,1,1,0,0.11111,0.05294,785
0,0,1,1,0,0.125,0.04678,786
0,0,0,1,0,0.125,0.04762,787
0,0,0,1,0,0.25,0.02381,788
0,0,0,1,0,0.25,0.02395,789
0,0,0,1,0,0.2,0.02976,790
0,0,0,1,0,0.25,0.02439,791
0,0,1,1,0,0.2,0.0303,792
0,0,1,1,0,0.2,0.0303,793
0,0,0,1,0,0.25,0.0241,794
0,0,0,1,0,0.2,0.02994,795
0,0,0,1,0,0.16667,0.03593,796
0,0,0,1,0,0.14286,0.04167,797
0,0,0,1,0,0.2,0.02976,798
0,0,0,1,0,0.33333,0.0355,799
0,0,1,1,0,0.14286,0.04142,800
0,0,1,1,0,0.125,0.04706,801
0,0,0,1,0,0.14286,0.04167,802
0,0,0,1,0,0.14286,0.04142,803
0,0,0,1,0,0.14286,0.04217,804
0,0,0,1,0,0.125,0.0479,805
0,0,0,1,0,0.33333,0.01807,806
0,0,1,1,0,0.5,0.02395,807
0,0,1,1,0,0.2,0.02994,808
0,0,0,1,0,0.16667,0.03593,809
0,0,0,1,0,0.2,0.02994,810
0,0,0,1,0,0.16667,0.03614,811
0,0,0,1,1,0.33333,0.01829,812
0,0,1,1,1,0.25,0.02424,813
0,0,0,1,1,0.33333,0.01923,814
0,0,0,1,1,0.25,0.02597,815
0,0,1,1,0,0.4,0.03226,816
0,0,0,1,0,0.2,0.03205,817
0,0,0,1,0,0.2,0.03185,818
0,0,0,1,0,0.16667,0.03822,819
0,0,1,1,0,0.33333,0.01948,820
0,0,0,1,0,0.25,0.02597,821
0,0,0,1,0,0.2,0.03226,822
0,1,0,1,0,0.2,0.03268,823
0,0,0,1,0,0.2,0.03247,824
0,0,0,1,0,0.16667,0.03947,825
0,0,0,1,0,0.14286,0.04575,826
0,0,1,1,0,0.25,0.05195,827
0,0,0,1,0,0.125,0.05161,828
0,0,0,1,0,0.14286,0.04516,829
0,0,0,1,0,0.125,0.05195,830
0,0,0,1,0,0.11111,0.05806,831
0,1,0,1,0,0.11111,0.05806,832
0,0,0,1,0,0.2,0.0641,833
0,1,0,1,0,0.1,0.0641,834
0,0,1,1,0,0.125,0.05161,835
0,0,1,1,0,0.14286,0.04516,836
0,0,0,1,0,0.125,0.05128,837
0,1,0,1,0,0.25,0.02597,838
0,0,0,1,0,0.2,0.03226,839
0,0,0,1,0,0.2,0.03311,840
0,0,0,1,0,0.16667,0.03947,841
0,0,0,1,0,0.14286,0.04575,842
0,0,0,1,0,0.16667,0.04,843
0,0,0,1,0,0.2,0.03333,844
0,0,1,1,1,0.33333,0.02055,845
0,0,0,1,0,0.25,0.02759,846
0,0,1,1,0,0.4,0.03425,847
0,0,0,1,0,0.2,0.03401,848
0,1,1,1,0,0.33333,0.04054,849
0,0,0,1,0,0.16667,0.04027,850
0,0,1,1,0,0.14286,0.04667,851
0,0,0,1,0,0.25,0.05298,852
0,1,0,1,0,0.11111,0.06,853
0,0,0,1,0,0.2,0.06623,854
0,0,0,1,0,0.09091,0.07285,855
0,0,0,1,0,0.09091,0.07333,856
0,0,0,1,0,0.1,0.06667,857
0,1,1,1,0,0.09091,0.07285,858
0,0,0,1,0,0.11111,0.06,859
0,0,1,1,0,0.1,0.06623,860
0,1,0,1,0,0.11111,0.0596,861
0,0,0,1,0,0.1,0.06579,862
0,0,0,1,0,0.11111,0.05882,863
0,0,0,1,0,0.11111,0.05844,864
0,1,1,1,0,0.1,0.06494,865
0,1,1,1,0,0.1,0.06452,866
0,0,0,1,0,0.11111,0.05769,867
0,0,0,1,0,0.1,0.06452,868
0,0,0,1,0,0.11111,0.05769,869
0,0,0,1,0,0.125,0.05096,870
0,0,0,1,0,0.11111,0.05696,871
0,1,0,1,0,0.14286,0.04459,872
0,0,0,1,0,0.125,0.05096,873
0,0,0,1,0,0.16667,0.03896,874
0,1,1,1,0,0.16667,0.03871,875
0,0,0,1,0,0.14286,0.04487,876
0,0,0,1,0,0.25,0.02564,877
0,0,0,1,0,0.2,0.03185,878
0,0,0,1,0,0.16667,0.03822,879
0,0,0,1,0,0.16667,0.03822,880
0,1,0,1,0,0.16667,0.03797,881
0,1,0,1,0,0.14286,0.04403,882
0,0,0,1,0,0.125,0.05,883
0,0,0,1,0,0.125,0.04969,884
0,0,0,1,0,0.11111,0.0559,885
0,0,0,1,0,0.125,0.04969,886
0,0,0,1,0,0.11111,0.05556,887
0,0,0,1,0,0.11111,0.05556,888
0,0,0,1,0,0.1,0.06135,889
0,0,0,1,0,0.09091,0.06707,890
0,0,1,1,0,0.16667,0.03681,891
0,1,0,1,0,0.14286,0.04268,892
0,0,1,1,0,0.25,0.04848,893
0,1,0,1,0,0.2,0.0303,894
0,0,0,1,0,0.2,0.03049,895
0,0,0,1,0,0.16667,0.03659,896
0,0,0,1,0,0.14286,0.04268,897
0,0,1,1,0,0.25,0.04848,898
0,0,0,1,0,0.16667,0.03636,899
0,0,1,1,0,0.16667,0.03636,900
0,0,1,1,0,0.14286,0.04268,901
0,0,0,1,0,0.25,0.04848,902
0,0,1,1,0,0.11111,0.05422,903
0,0,0,1,0,0.1,0.05988,904
0,0,0,1,0,0.125,0.04819,905
0,0,1,1,0,0.14286,0.04268,906
0,1,0,1,0,0.125,0.04848,907
0,0,0,1,0,0.2,0.0303,908
0,1,0,1,0,0.16667,0.03614,909
0,1,0,1,0,0.16667,0.03614,910
0,0,1,1,0,0.16667,0.03636,911
0,0,0,1,0,0.14286,0.04217,912
0,0,0,1,0,0.16667,0.03636,913
0,0,0,1,0,0.14286,0.04217,914
0,0,1,1,0,0.125,0.0479,915
0,0,0,1,0,0.16667,0.03614,916
0,0,0,1,0,0.14286,0.04192,917
0,0,0,1,0,0.16667,0.03593,918
0,1,0,1,0,0.14286,0.04217,919
0,0,1,1,0,0.14286,0.04192,920
0,0,0,1,0,0.25,0.04762,921
0,0,0,1,0,0.2,0.02959,922
0,0,0,1,0,0.16667,0.03529,923
0,0,0,1,0,0.14286,0.04094,924
0,0,0,1,0,0.16667,0.03488,925
0,0,1,1,0,0.14286,0.0407,926
0,1,0,1,0,0.16667,0.03468,927
0,0,0,1,0,0.14286,0.04046,928
0,1,0,1,0,0.125,0.04598,929
0,0,1,1,0,0.11111,0.05143,930
0,1,0,1,0,0.2,0.05682,931
0,1,1,1,0,0.1,0.05682,932
0,0,0,1,0,0.1,0.0565,933
0,1,0,1,0,0.09091,0.0618,934
0,0,1,1,0,0.09091,0.06145,935
0,0,1,1,0,0.1,0.05556,936
0,0,0,1,0,0.09091,0.06077,937
0,0,0,1,0,0.08333,0.06593,938
0,0,0,1,0,0.07692,0.07104,939
0,0,1,1,0,0.14286,0.07609,940
0,0,0,1,0,0.07143,0.07568,941
0,0,0,1,0,0.25,0.02198,942
0,0,0,1,0,0.4,0.02732,943
0,0,0,1,1,0.33333,0.01648,944
0,0,0,1,1,0.25,0.02186,945
0,0,1,1,1,0.2,0.02747,946
0,0,0,1,0,0.16667,0.03315,947
0,0,0,1,0,0.33333,0.01667,948
0,0,0,1,0,0.33333,0.01667,949
0,0,0,1,0,0.25,0.02222,950
0,0,1,1,0,0.25,0.0226,951
0,0,0,1,0,0.2,0.02825,952
0,0,0,1,0,0.16667,0.03371,953
0,0,0,1,0,0.2,0.02809,954
0,0,0,1,0,0.2,0.02809,955
0,0,0,1,0,0.16667,0.03352,956
0,0,0,1,0,0.14286,0.03911,957
0,0,0,1,0,0.14286,0.03955,958
0,0,0,1,0,0.125,0.0452,959
0,0,0,1,0,0.14286,0.03977,960
0,0,0,1,0,0.14286,0.03977,961
0,0,0,1,0,0.14286,0.03955,962
0,0,0,1,0,0.16667,0.0339,963
0,1,0,1,0,0.14286,0.03955,964
0,0,0,1,0,0.16667,0.03371,965
0,0,0,1,0,0.14286,0.03911,966
0,1,0,1,0,0.14286,0.03911,967
0,0,1,1,0,0.125,0.04444,968
0,0,0,1,0,0.11111,0.04972,969
0,0,1,1,0,0.125,0.04444,970
0,0,0,1,0,0.11111,0.04972,971
0,0,0,1,0,0.1,0.05495,972
0,0,0,1,0,0.1,0.05464,973
0,0,0,1,0,0.11111,0.04945,974
0,0,0,1,0,0.125,0.04372,975
0,0,0,1,0,0.14286,0.03825,976
0,0,0,1,0,0.14286,0.03804,977
0,1,0,1,0,0.16667,0.03279,978
0,1,0,1,0,0.16667,0.03297,979
0,0,0,1,0,0.16667,0.03279,980
0,0,0,1,0,0.16667,0.03315,981
0,0,0,1,0,0.2,0.02762,982
0,0,0,1,0,0.16667,0.03297,983
0,0,0,1,0,0.16667,0.03315,984
0,0,0,1,0,0.16667,0.03297,985
0,0,0,1,0,0.2,0.02762,986
0,0,0,1,0,0.16667,0.03297,987
0,0,0,1,0,0.2,0.02732,988
0,0,0,1,0,0.16667,0.03261,989
0,0,1,1,0,0.16667,0.03243,990
0,1,0,1,0,0.16667,0.03297,991
0,1,1,1,0,0.28571,0.03825,992
0,0,0,1,0,0.125,0.04348,993
0,1,0,1,0,0.125,0.04348,994
0,0,1,1,0,0.2,0.02717,995
0,0,0,1,0,0.16667,0.03243,996
0,0,0,1,0,0.25,0.02174,997
0,0,0,1,0,0.25,0.02162,998
0,0,1,1,1,0.5,0.01099,999
0,1,0,1,1,0.33333,0.01639,1000
0,0,1,1,1,0.33333,0.01639,1001
0,0,0,1,0,0.25,0.02186,1002
0,0,0,1,0,0.2,0.02732,1003
0,0,0,1,0,0.16667,0.03279,1004
0,1,1,1,0,0.14286,0.03825,1005
0,0,0,1,0,0.14286,0.03804,1006
0,0,0,1,0,0.14286,0.03784,1007
0,0,1,1,0,0.16667,0.03261,1008
0,0,1,1,0,0.28571,0.03784,1009
0,0,1,0,0,0.375,0.04301,1010
0,0,0,1,0,0.11111,0.04813,1011
0,0,1,1,0,0.1,0.05319,1012
0,0,0,1,0,0.18182,0.0582,1013
0,0,1,1,0,0.08333,0.06417,1014
0,0,0,1,0,0.07692,0.06952,1015
0,0,0,1,0,0.07692,0.06915,1016
0,0,0,1,0,0.07143,0.07407,1017
0,0,0,1,0,0.09091,0.0582,1018
0,0,0,1,0,0.08333,0.06452,1019
0,1,0,1,0,0.07692,0.06952,1020
0,0,0,1,0,0.07143,0.07447,1021
0,0,0,1,0,0.09091,0.05851,1022
0,0,0,1,0,0.08333,0.06349,1023
0,0,0,1,0,0.14286,0.03704,1024
0,0,0,1,0,0.16667,0.03191,1025
0,1,0,1,0,0.33333,0.01622,1026
0,1,0,1,0,0.25,0.02151,1027
0,0,0,1,0,0.2,0.02674,1028
0,0,0,1,0,0.16667,0.03209,1029
0,0,0,1,0,0.14286,0.03723,1030
0,0,0,1,0,0.25,0.04233,1031
0,0,0,1,0,0.125,0.04211,1032
0,1,0,1,0,0.22222,0.04712,1033
0,0,0,1,0,0.11111,0.04688,1034
0,1,0,1,0,0.1,0.05181,1035
0,0,1,1,0,0.18182,0.0567,1036
0,1,0,1,0,0.08333,0.06186,1037
0,0,0,1,0,0.07692,0.06701,1038
0,1,0,1,0,0.07143,0.07179,1039
0,1,0,1,0,0.14286,0.0359,1040
0,0,0,1,0,0.33333,0.01563,1041
0,0,0,1,0,0.25,0.02073,1042
0,1,1,1,0,0.33333,0.01596,1043
0,1,1,1,0,0.25,0.02116,1044
0,0,0,1,0,0.2,0.02674,1045
0,0,0,1,0,0.16667,0.03191,1046
0,1,0,1,0,0.2,0.02646,1047
0,0,0,1,0,0.16667,0.03175,1048
0,0,0,1,0,0.25,0.02198,1049
0,0,1,1,1,0.5,0.01111,1050
0,0,0,1,0,0.33333,0.01667,1051
0,0,0,1,0,0.25,0.02222,1052
0,0,0,1,0,0.2,0.02778,1053
0,0,1,1,0,0.2,0.02762,1054
0,0,0,1,0,0.16667,0.03315,1055
0,0,0,1,0,0.14286,0.03867,1056
0,0,1,1,0,0.125,0.04396,1057
0,0,1,1,0,0.22222,0.04918,1058
0,0,0,1,0,0.14286,0.03867,1059
0,0,0,1,0,0.125,0.04396,1060
0,0,0,1,0,0.16667,0.03315,1061
0,0,0,1,0,0.28571,0.03846,1062
0,0,0,1,0,0.2,0.02793,1063
0,0,0,1,0,0.16667,0.03352,1064
0,0,0,1,0,0.14286,0.03889,1065
0,0,0,1,0,0.16667,0.03315,1066
0,0,0,1,0,0.2,0.02825,1067
0,0,0,1,0,0.25,0.0226,1068
0,1,0,1,0,0.5,0.02247,1069
0,0,0,1,0,0.2,0.02825,1070
0,0,1,1,0,0.2,0.02809,1071
0,0,0,1,0,0.16667,0.03371,1072
0,1,1,1,0,0.16667,0.03352,1073
0,1,0,1,0,0.14286,0.03889,1074
0,0,0,1,0,0.125,0.04444,1075
0,1,0,1,0,0.16667,0.03371,1076
0,0,0,1,0,0.14286,0.03911,1077
0,0,1,1,0,0.16667,0.03371,1078
0,0,0,1,0,0.14286,0.03955,1079
0,0,0,1,0,0.125,0.0452,1080
0,0,0,1,0,0.125,0.0452,1081
0,0,0,1,0,0.125,0.04494,1082
0,0,0,1,0,0.125,0.04469,1083
0,0,0,1,0,0.14286,0.03955,1084
0,0,1,1,0,0.14286,0.03933,1085
0,0,0,1,0,0.125,0.04469,1086
0,0,0,1,0,0.25,0.0226,1087
0,0,0,1,0,0.4,0.02825,1088
0,0,1,1,0,0.16667,0.03371,1089
0,0,0,1,0,0.14286,0.03911,1090
0,0,0,1,0,0.125,0.04469,1091
0,1,0,1,0,0.14286,0.03889,1092
0,0,1,1,0,0.125,0.04444,1093
0,1,1,1,0,0.125,0.04469,1094
0,0,0,1,0,0.22222,0.05,1095
0,0,0,1,0,0.1,0.05556,1096
0,0,0,1,0,0.14286,0.03889,1097
0,0,0,1,0,0.14286,0.03889,1098
0,0,0,1,0,0.125,0.0442,1099
0,0,1,1,0,0.125,0.0442,1100
0,0,0,1,0,0.125,0.0442,1101
0,0,1,1,0,0.11111,0.04972,1102
0,0,1,1,0,0.2,0.05495,1103
0,1,0,1,0,0.09091,0.06011,1104
0,0,0,1,0,0.11111,0.04918,1105
0,0,0,1,0,0.2,0.05435,1106
0,0,0,1,0,0.1,0.05435,1107
0,0,1,1,0,0.09091,0.05946,1108
0,1,0,1,0,0.1,0.05464,1109
0,0,1,1,0,0.16667,0.03279,1110
0,0,1,1,0,0.14286,0.03867,1111
0,0,0,1,0,0.125,0.0442,1112
0,0,0,1,0,0.14286,0.03867,1113
0,1,0,1,0,0.16667,0.03352,1114
0,0,0,1,0,0.28571,0.03889,1115
0,0,1,1,0,0.125,0.0442,1116
0,0,0,1,0,0.125,0.04469,1117
0,0,0,1,0,0.14286,0.03955,1118
0,0,0,1,0,0.14286,0.03933,1119
0,1,0,1,0,0.25,0.02235,1120
0,0,1,1,0,0.25,0.02247,1121
0,1,0,1,0,0.2,0.02793,1122
0,0,0,1,0,0.16667,0.03333,1123
0,1,0,1,0,0.14286,0.03867,1124
0,0,0,1,0,0.125,0.0442,1125
0,0,0,1,0,0.125,0.0442,1126
0,0,0,1,0,0.11111,0.04945,1127
0,0,1,1,0,0.11111,0.04945,1128
0,0,1,1,0,0.1,0.05464,1129
0,0,0,1,0,0.09091,0.05978,1130
0,0,0,1,0,0.08333,0.06486,1131
0,0,0,1,0,0.07692,0.06989,1132
0,1,0,1,0,0.1,0.05376,1133
0,0,0,1,0,0.14286,0.03784,1134
0,0,0,1,0,0.2,0.02703,1135
0,0,1,1,0,0.4,0.02688,1136
0,0,0,1,0,0.2,0.02688,1137
0,0,1,1,0,0.2,0.02674,1138
0,0,1,1,0,0.16667,0.03191,1139
0,0,0,1,0,0.14286,0.03704,1140
0,1,0,1,0,0.125,0.04255,1141
0,0,0,1,0,0.125,0.04255,1142
0,0,1,1,0,0.14286,0.03743,1143
0,0,0,1,0,0.125,0.04255,1144
0,0,0,1,0,0.11111,0.04787,1145
0,0,0,1,0,0.125,0.04233,1146
0,0,1,1,0,0.14286,0.03723,1147
0,0,0,1,0,0.125,0.04233,1148
0,0,1,1,0,0.125,0.04211,1149
0,0,1,1,0,0.11111,0.04737,1150
0,0,0,1,0,0.11111,0.04762,1151
0,0,0,1,0,0.14286,0.03704,1152
0,0,0,1,0,0.125,0.04211,1153
0,0,0,1,0,0.125,0.04188,1154
0,0,1,1,0,0.11111,0.04688,1155
0,0,1,1,0,0.14286,0.03743,1156
0,1,0,1,0,0.14286,0.03723,1157
0,0,0,1,0,0.125,0.04233,1158
0,0,1,1,0,0.125,0.04278,1159
0,0,0,1,0,0.2,0.02674,1160
0,1,1,1,0,0.16667,0.03191,1161
0,0,0,1,0,0.25,0.02151,1162
0,0,0,1,0,0.4,0.02674,1163
0,0,0,1,0,0.2,0.02688,1164
0,0,0,1,0,0.16667,0.03209,1165
0,0,0,1,0,0.16667,0.03209,1166
0,0,0,1,0,0.16667,0.03191,1167
0,0,0,1,0,0.14286,0.03704,1168
0,0,0,1,0,0.125,0.04233,1169
0,0,1,1,0,0.11111,0.04737,1170
0,0,0,1,0,0.1,0.05236,1171
0,0,0,1,0,0.09091,0.05759,1172
0,0,0,1,0,0.08333,0.0625,1173
0,1,0,1,0,0.07692,0.06736,1174
0,1,0,1,0,0.08333,0.06186,1175
0,0,0,1,0,0.07692,0.06701,1176
0,1,0,1,0,0.07143,0.07216,1177
0,0,0,1,0,0.07143,0.07179,1178
0,1,0,1,0,0.07143,0.07179,1179
0,0,0,1,0,0.11111,0.04615,1180
0,0,0,1,0,0.1,0.05102,1181
0,0,0,1,0,0.1,0.05076,1182
0,0,0,1,0,0.09091,0.05556,1183
0,0,0,1,0,0.14286,0.03571,1184
0,0,0,1,0,0.16667,0.03077,1185
0,0,0,1,0,0.14286,0.03571,1186
0,1,0,1,0,0.125,0.04061,1187
0,0,0,1,0,0.22222,0.04545,1188
0,0,0,1,0,0.2,0.05025,1189
0,1,0,1,0,0.11111,0.04569,1190
0,0,0,1,0,0.125,0.0404,1191
0,0,0,1,0,0.11111,0.04545,1192
0,0,0,1,0,0.1,0.05025,1193
0,0,0,1,0,0.09091,0.055,1194
0,0,0,1,0,0.09091,0.05473,1195
0,1,0,1,0,0.11111,0.04478,1196
0,0,0,1,0,0.125,0.0398,1197
0,0,0,1,0,0.125,0.0396,1198
0,1,1,1,0,0.14286,0.03465,1199
0,0,0,1,1,0.5,0.0099,1200
0,0,0,1,1,0.5,0.00995,1201
0,0,1,1,0,0.33333,0.01493,1202
0,0,0,1,0,0.25,0.0198,1203
0,0,0,1,0,0.2,0.02463,1204
0,0,1,1,0,0.16667,0.02941,1205
0,0,0,1,0,0.14286,0.03415,1206
0,0,0,1,0,0.14286,0.03483,1207
0,1,0,1,0,0.14286,0.03483,1208
0,0,0,1,0,0.33333,0.01508,1209
0,1,0,1,0,0.25,0.0201,1210
0,0,0,1,0,0.2,0.02551,1211
0,0,0,1,0,0.16667,0.03061,1212
0,0,0,1,0,0.28571,0.03571,1213
0,0,0,1,0,0.125,0.04061,1214
0,0,0,1,0,0.125,0.0404,1215
0,0,0,1,0,0.11111,0.04545,1216
0,0,0,1,0,0.11111,0.04523,1217
0,0,1,1,0,0.1,0.05025,1218
0,0,0,1,0,0.11111,0.04592,1219
0,0,0,1,0,0.11111,0.04569,1220
0,1,0,1,0,0.2,0.05051,1221
0,0,0,1,0,0.11111,0.04523,1222
0,0,0,1,0,0.11111,0.045,1223
0,0,0,1,0,0.16667,0.03015,1224
0,0,0,1,0,0.28571,0.035,1225
0,0,0,1,0,0.125,0.0398,1226
0,0,0,1,0,0.22222,0.04455,1227
0,0,0,1,0,0.11111,0.04433,1228
0,1,0,1,0,0.14286,0.035,1229
0,0,0,1,0,0.14286,0.035,1230
0,0,0,1,0,0.125,0.0404,1231
0,0,1,1,0,0.11111,0.04523,1232
0,0,1,1,0,0.1,0.05,1233
0,0,0,1,0,0.09091,0.05473,1234
0,1,0,1,0,0.08333,0.05941,1235
0,0,0,1,0,0.09091,0.05528,1236
0,0,0,1,0,0.11111,0.04545,1237
0,0,0,1,0,0.2,0.02513,1238
0,0,1,1,0,0.25,0.0201,1239
0,0,0,1,0,0.2,0.025,1240
0,1,0,1,0,0.16667,0.02985,1241
0,1,1,1,0,0.14286,0.03465,1242
0,0,0,1,0,0.125,0.03941,1243
0,1,0,1,0,0.11111,0.04412,1244
0,0,0,1,0,0.11111,0.04412,1245
0,0,0,1,0,0.1,0.04878,1246
0,1,1,1,0,0.09091,0.0534,1247
0,0,0,1,0,0.08333,0.05825,1248
0,1,0,1,0,0.07692,0.0628,1249
0,1,0,1,0,0.07692,0.0625,1250
0,1,1,1,0,0.14286,0.06699,1251
0,0,1,1,0,0.06667,0.07143,1252
0,1,0,1,0,0.06667,0.07109,1253
0,0,0,1,0,0.0625,0.07619,1254
0,0,0,1,0,0.09091,0.05238,1255
0,0,0,1,0,0.08333,0.05714,1256
0,0,0,1,0,0.1,0.04739,1257
0,0,1,1,0,0.1,0.04739,1258
0,0,0,1,0,0.1,0.04739,1259
0,0,0,1,0,0.09091,0.05189,1260
0,0,0,1,0,0.1,0.04695,1261
0,0,1,1,0,0.16667,0.02817,1262
0,0,1,1,0,0.2,0.02336,1263
0,0,0,1,0,0.25,0.01869,1264
0,0,1,1,0,0.2,0.02326,1265
0,0,0,1,0,0.2,0.02336,1266
0,1,0,1,0,0.16667,0.02791,1267
0,0,0,1,0,0.14286,0.03241,1268
0,0,1,1,0,0.14286,0.03256,1269
0,0,0,1,0,0.14286,0.03286,1270
0,0,0,1,0,0.16667,0.02817,1271
0,0,0,1,0,0.14286,0.03271,1272
0,0,0,1,0,0.16667,0.02791,1273
0,0,0,1,0,0.16667,0.02804,1274
0,0,0,1,0,0.2,0.02347,1275
0,0,1,1,0,0.33333,0.01422,1276
0,0,0,1,0,0.25,0.01887,1277
0,1,0,1,0,0.25,0.01887,1278
0,1,0,1,0,0.2,0.02347,1279
0,0,0,1,0,0.33333,0.02804,1280
0,1,0,1,0,0.14286,0.03256,1281
